icao,airport_name,city,state,country,airport_link,source_url,raw_image,cleaned_image,status,error,crop_bbox
MMQT,Queretaro International,Santiago de Queretaro,QUE,MEXICO,https://acukwik.com/Airport-Info/MMQT,https://acukwik.com/extimages/Listing-Images/MMQT.jpg,runway_diagrams/raw/MMQT.jpg,runway_diagrams/cleaned/MMQT.jpg,ok,,"0,0,575,375"
MMSD,San Jose del Cabo/Los Cabos Intl,Los Cabos,BCS,MEXICO,https://acukwik.com/Airport-Info/MMSD,https://acukwik.com/extimages/Listing-Images/MMSD.jpg,runway_diagrams/raw/MMSD.jpg,runway_diagrams/cleaned/MMSD.jpg,ok,,"0,0,575,500"
MMSL,Cabo San Lucas International,Cabo San Lucas,BCS,MEXICO,https://acukwik.com/Airport-Info/MMSL,https://acukwik.com/extimages/Listing-Images/MMSL.jpg,runway_diagrams/raw/MMSL.jpg,runway_diagrams/cleaned/MMSL.jpg,ok,,"0,0,1000,739"
MMSM,Gen Felipe Angeles Intl/Santa Lucia AFB,Mexico City,MEX,MEXICO,https://acukwik.com/Airport-Info/MMSM,https://acukwik.com/extimages/Listing-Images/MMSM.jpg,runway_diagrams/raw/MMSM.jpg,runway_diagrams/cleaned/MMSM.jpg,ok,,"0,0,1000,870"
MMTC,Torreon/Francisco Sarabia International,Torreon,COA,MEXICO,https://acukwik.com/Airport-Info/MMTC,https://acukwik.com/extimages/Listing-Images/MMTC.jpg,runway_diagrams/raw/MMTC.jpg,runway_diagrams/cleaned/MMTC.jpg,ok,,"0,0,1000,957"
MMTO,Toluca International Adolfo López Mateos,Toluca,MEX,MEXICO,https://acukwik.com/Airport-Info/MMTO,https://acukwik.com/extimages/Listing-Images/MMTO.jpg,runway_diagrams/raw/MMTO.jpg,runway_diagrams/cleaned/MMTO.jpg,ok,,"0,0,1000,1043"
MMUN,Cancun International,Cancun,ROO,MEXICO,https://acukwik.com/Airport-Info/MMUN,https://acukwik.com/extimages/Listing-Images/MMUN.jpg,runway_diagrams/raw/MMUN.jpg,runway_diagrams/cleaned/MMUN.jpg,ok,,"0,0,575,600"
MMZH,Ixtapa-Zihuatanejo Intl,Zihuatanejo,GRO,MEXICO,https://acukwik.com/Airport-Info/MMZH,https://acukwik.com/extimages/Listing-Images/MMZH.jpg,runway_diagrams/raw/MMZH.jpg,runway_diagrams/cleaned/MMZH.jpg,ok,,"0,0,575,425"
MNMG,Managua/Augusto Cesar Sandino International,Managua,,NICARAGUA,https://acukwik.com/Airport-Info/MNMG,https://acukwik.com/extimages/Listing-Images/MNMG.jpg,runway_diagrams/raw/MNMG.jpg,runway_diagrams/cleaned/MNMG.jpg,ok,,"0,0,1000,739"
MPMG,Panama City/Marcos Gelabert Intl,Panama City,,PANAMA,https://acukwik.com/Airport-Info/MPMG,https://acukwik.com/extimages/Listing-Images/MPMG.jpg,runway_diagrams/raw/MPMG.jpg,runway_diagrams/cleaned/MPMG.jpg,ok,,"0,0,575,600"
MPPA,Balboa/Panama Pacifico International,Balboa,,PANAMA,https://acukwik.com/Airport-Info/MPPA,https://acukwik.com/extimages/Listing-Images/MPPA.jpg,runway_diagrams/raw/MPPA.jpg,runway_diagrams/cleaned/MPPA.jpg,ok,,"0,0,1000,1043"
MPTO,Panama/Tocumen International,Panama City,,PANAMA,https://acukwik.com/Airport-Info/MPTO,https://acukwik.com/extimages/Listing-Images/MPTO.jpg,runway_diagrams/raw/MPTO.jpg,runway_diagrams/cleaned/MPTO.jpg,ok,,"0,0,1000,1174"
MRLB,Liberia Guanacaste/Daniel Oduber Quiros Intl,Liberia,G,COSTA RICA,https://acukwik.com/Airport-Info/MRLB,https://acukwik.com/extimages/Listing-Images/MRLB.jpg,runway_diagrams/raw/MRLB.jpg,runway_diagrams/cleaned/MRLB.jpg,ok,,"0,0,575,425"
MROC,Juan Santamaria International,San Jose,A,COSTA RICA,https://acukwik.com/Airport-Info/MROC,https://acukwik.com/extimages/Listing-Images/MROC.jpg,runway_diagrams/raw/MROC.jpg,runway_diagrams/cleaned/MROC.jpg,ok,,"0,0,1000,739"
MSLP,San Salvador/San Oscar Arnulfo Romero Intl,San Salvador,,EL SALVADOR,https://acukwik.com/Airport-Info/MSLP,https://acukwik.com/extimages/Listing-Images/MSLP.jpg,runway_diagrams/raw/MSLP.jpg,runway_diagrams/cleaned/MSLP.jpg,ok,,"0,0,414,306"
MSSS,San Salvador/Ilopango International,San Salvador,,EL SALVADOR,https://acukwik.com/Airport-Info/MSSS,https://acukwik.com/extimages/Listing-Images/MSSS.jpg,runway_diagrams/raw/MSSS.jpg,runway_diagrams/cleaned/MSSS.jpg,ok,,"0,0,414,324"
MTPP,Port-au-Prince/Toussaint Louverture International,Port-au-Prince,,HAITI,https://acukwik.com/Airport-Info/MTPP,https://acukwik.com/extimages/Listing-Images/MTPP.jpg,runway_diagrams/raw/MTPP.jpg,runway_diagrams/cleaned/MTPP.jpg,ok,,"0,0,414,306"
MUHA,José Martí International,Havana,,CUBA,https://acukwik.com/Airport-Info/MUHA,https://acukwik.com/extimages/Listing-Images/MUHA.jpg,runway_diagrams/raw/MUHA.jpg,runway_diagrams/cleaned/MUHA.jpg,ok,,"0,0,414,360"
MWCR,Grand Cayman/Owen Roberts Intl,Grand Cayman,,CAYMAN ISLANDS,https://acukwik.com/Airport-Info/MWCR,https://acukwik.com/extimages/Listing-Images/MWCR.jpg,runway_diagrams/raw/MWCR.jpg,runway_diagrams/cleaned/MWCR.jpg,ok,,"0,0,575,425"
MYAT,Abaco Islands/Treasure Cay International,Abaco Islands,,BAHAMAS,https://acukwik.com/Airport-Info/MYAT,https://acukwik.com/extimages/Listing-Images/MYAT.jpg,runway_diagrams/raw/MYAT.jpg,runway_diagrams/cleaned/MYAT.jpg,ok,,"0,0,414,378"
MYBS,Bimini Islands/South Bimini,Bimini Islands,,BAHAMAS,https://acukwik.com/Airport-Info/MYBS,https://acukwik.com/extimages/Listing-Images/MYBS.jpg,runway_diagrams/raw/MYBS.jpg,runway_diagrams/cleaned/MYBS.jpg,ok,,"0,0,1000,696"
MYEF,Exuma Islands/Exuma International,Exuma Islands,,BAHAMAS,https://acukwik.com/Airport-Info/MYEF,https://acukwik.com/extimages/Listing-Images/MYEF.jpg,runway_diagrams/raw/MYEF.jpg,runway_diagrams/cleaned/MYEF.jpg,ok,,"0,0,414,306"
MYEM,Eleuthera Island/Governors Harbour Intl,Eleuthera Island,,BAHAMAS,https://acukwik.com/Airport-Info/MYEM,https://acukwik.com/extimages/Listing-Images/MYEM.jpg,runway_diagrams/raw/MYEM.jpg,runway_diagrams/cleaned/MYEM.jpg,ok,,"0,0,575,500"
MYER,Rock Sound International,Eleuthera Island,,BAHAMAS,https://acukwik.com/Airport-Info/MYER,https://acukwik.com/extimages/Listing-Images/MYER.jpg,runway_diagrams/raw/MYER.jpg,runway_diagrams/cleaned/MYER.jpg,ok,,"0,0,414,306"
MYNN,Lynden Pindling International,Nassau,,BAHAMAS,https://acukwik.com/Airport-Info/MYNN,https://acukwik.com/extimages/Listing-Images/MYNN.jpg,runway_diagrams/raw/MYNN.jpg,runway_diagrams/cleaned/MYNN.jpg,ok,,"0,0,1000,783"
MYSM,San Salvador Isl/Cockburn Town/San Salvador Intl,San Salvador Island,,BAHAMAS,https://acukwik.com/Airport-Info/MYSM,https://acukwik.com/extimages/Listing-Images/MYSM.jpg,runway_diagrams/raw/MYSM.jpg,runway_diagrams/cleaned/MYSM.jpg,ok,,"0,0,414,306"
MZBZ,Belize City/Philip S W Goldson International,Belize City,BZ,BELIZE,https://acukwik.com/Airport-Info/MZBZ,https://acukwik.com/extimages/Listing-Images/MZBZ.jpg,runway_diagrams/raw/MZBZ.jpg,runway_diagrams/cleaned/MZBZ.jpg,ok,,"0,0,1000,739"
NTAA,Tahiti/Faa'a,Papeete,,FRENCH POLYNESIA,https://acukwik.com/Airport-Info/NTAA,https://acukwik.com/extimages/Listing-Images/NTAA.jpg,runway_diagrams/raw/NTAA.jpg,runway_diagrams/cleaned/NTAA.jpg,ok,,"0,0,414,306"
NZAA,Auckland International,Auckland,AUK,NEW ZEALAND,https://acukwik.com/Airport-Info/NZAA,https://acukwik.com/extimages/Listing-Images/NZAA.jpg,runway_diagrams/raw/NZAA.jpg,runway_diagrams/cleaned/NZAA.jpg,ok,,"0,0,575,500"
NZAP,Taupo,Taupo,WKO,NEW ZEALAND,https://acukwik.com/Airport-Info/NZAP,https://acukwik.com/extimages/Listing-Images/NZAP.jpg,runway_diagrams/raw/NZAP.jpg,runway_diagrams/cleaned/NZAP.jpg,ok,,"0,0,575,500"
NZCH,Christchurch International,Christchurch,CAN,NEW ZEALAND,https://acukwik.com/Airport-Info/NZCH,https://acukwik.com/extimages/Listing-Images/NZCH.jpg,runway_diagrams/raw/NZCH.jpg,runway_diagrams/cleaned/NZCH.jpg,ok,,"0,0,575,475"
NZNV,Invercargill,Invercargill,STL,NEW ZEALAND,https://acukwik.com/Airport-Info/NZNV,https://acukwik.com/extimages/Listing-Images/NZNV.jpg,runway_diagrams/raw/NZNV.jpg,runway_diagrams/cleaned/NZNV.jpg,ok,,"0,0,1000,739"
NZQN,Queenstown,Queenstown,OTA,NEW ZEALAND,https://acukwik.com/Airport-Info/NZQN,https://acukwik.com/extimages/Listing-Images/NZQN.jpg,runway_diagrams/raw/NZQN.jpg,runway_diagrams/cleaned/NZQN.jpg,ok,,"0,0,1000,870"
NZWN,Wellington International,Wellington,WGN,NEW ZEALAND,https://acukwik.com/Airport-Info/NZWN,https://acukwik.com/extimages/Listing-Images/NZWN.jpg,runway_diagrams/raw/NZWN.jpg,runway_diagrams/cleaned/NZWN.jpg,ok,,"0,0,414,441"
OAKB,Kabul Intl,Kabul,KAB,AFGHANISTAN,https://acukwik.com/Airport-Info/OAKB,https://acukwik.com/extimages/Listing-Images/OAKB.jpg,runway_diagrams/raw/OAKB.jpg,runway_diagrams/cleaned/OAKB.jpg,ok,,"0,0,575,450"
OBBI,Bahrain International,Manama,,BAHRAIN,https://acukwik.com/Airport-Info/OBBI,https://acukwik.com/extimages/Listing-Images/OBBI.jpg,runway_diagrams/raw/OBBI.jpg,runway_diagrams/cleaned/OBBI.jpg,ok,,"0,0,414,342"
OEAO,AlUla Intl (Prince Abdul Majeed bin Abdulaziz),Al Ula,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OEAO,https://acukwik.com/extimages/Listing-Images/OEAO.jpg,runway_diagrams/raw/OEAO.jpg,runway_diagrams/cleaned/OEAO.jpg,ok,,"0,0,1000,783"
OEDF,Dammam/King Fahd International,Dammam,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OEDF,https://acukwik.com/extimages/Listing-Images/OEDF.jpg,runway_diagrams/raw/OEDF.jpg,runway_diagrams/cleaned/OEDF.jpg,ok,,"0,0,1000,957"
OEDR,Dharan/King Abdulaziz AB,Dhahran,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OEDR,https://acukwik.com/extimages/Listing-Images/OEDR.jpg,runway_diagrams/raw/OEDR.jpg,runway_diagrams/cleaned/OEDR.jpg,ok,,"0,0,575,738"
OEJN,Jeddah/King Abdul Aziz Intl Airport,Jeddah,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OEJN,https://acukwik.com/extimages/Listing-Images/OEJN.jpg,runway_diagrams/raw/OEJN.jpg,runway_diagrams/cleaned/OEJN.jpg,ok,,"0,0,1000,826"
OEMA,Madinah/Prince Mohammad Bin Abdulaziz Intl,Medina,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OEMA,https://acukwik.com/extimages/Listing-Images/OEMA.jpg,runway_diagrams/raw/OEMA.jpg,runway_diagrams/cleaned/OEMA.jpg,ok,,"0,0,1000,1304"
OENN,Sharma/Neom Bay,Sharma,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OENN,https://acukwik.com/extimages/Listing-Images/OENN.jpg,runway_diagrams/raw/OENN.jpg,runway_diagrams/cleaned/OENN.jpg,ok,,"0,0,1000,1000"
OERK,King Khaled Intl,Riyadh,,SAUDI ARABIA,https://acukwik.com/Airport-Info/OERK,https://acukwik.com/extimages/Listing-Images/OERK.jpg,runway_diagrams/raw/OERK.jpg,runway_diagrams/cleaned/OERK.jpg,ok,,"0,0,1000,826"
OIIE,Imam Khomaini International (Ahmadabad),Tehran,,IRAN,https://acukwik.com/Airport-Info/OIIE,https://acukwik.com/extimages/Listing-Images/OIIE.jpg,runway_diagrams/raw/OIIE.jpg,runway_diagrams/cleaned/OIIE.jpg,ok,,"0,0,1000,739"
OIII,Mehrabad International,Tehran,,IRAN,https://acukwik.com/Airport-Info/OIII,https://acukwik.com/extimages/Listing-Images/OIII.jpg,runway_diagrams/raw/OIII.jpg,runway_diagrams/cleaned/OIII.jpg,ok,,"0,0,575,450"
OIMM,Mashhad International (Shahid Hashemi Nejad),Mashhad,,IRAN,https://acukwik.com/Airport-Info/OIMM,https://acukwik.com/extimages/Listing-Images/OIMM.jpg,runway_diagrams/raw/OIMM.jpg,runway_diagrams/cleaned/OIMM.jpg,ok,,"0,0,575,650"
OISS,Shiraz Shahid Dastghaib Intl,Shiraz,,IRAN,https://acukwik.com/Airport-Info/OISS,https://acukwik.com/extimages/Listing-Images/OISS.jpg,runway_diagrams/raw/OISS.jpg,runway_diagrams/cleaned/OISS.jpg,ok,,"0,0,575,450"
OJAI,Queen Alia International,Amman,,JORDAN,https://acukwik.com/Airport-Info/OJAI,https://acukwik.com/extimages/Listing-Images/OJAI.jpg,runway_diagrams/raw/OJAI.jpg,runway_diagrams/cleaned/OJAI.jpg,ok,,"0,0,575,425"
OJAM,Amman (Marka International),Amman,,JORDAN,https://acukwik.com/Airport-Info/OJAM,https://acukwik.com/extimages/Listing-Images/OJAM.jpg,runway_diagrams/raw/OJAM.jpg,runway_diagrams/cleaned/OJAM.jpg,ok,,"0,0,414,306"
OLBA,Beirut Rafic Hariri International,Beirut,,LEBANON,https://acukwik.com/Airport-Info/OLBA,https://acukwik.com/extimages/Listing-Images/OLBA.jpg,runway_diagrams/raw/OLBA.jpg,runway_diagrams/cleaned/OLBA.jpg,ok,,"0,0,1000,1043"
OMAA,Abu Dhabi/Zayed International,Abu Dhabi,AZ,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMAA,https://acukwik.com/extimages/Listing-Images/OMAA.jpg,runway_diagrams/raw/OMAA.jpg,runway_diagrams/cleaned/OMAA.jpg,ok,,"0,0,575,650"
OMAD,Abu Dhabi/Al Bateen Executive International,Abu Dhabi,AZ,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMAD,https://acukwik.com/extimages/Listing-Images/OMAD.jpg,runway_diagrams/raw/OMAD.jpg,runway_diagrams/cleaned/OMAD.jpg,ok,,"0,0,1000,739"
OMAL,Al Ain International,Al Ain,AZ,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMAL,https://acukwik.com/extimages/Listing-Images/OMAL.jpg,runway_diagrams/raw/OMAL.jpg,runway_diagrams/cleaned/OMAL.jpg,ok,,"0,0,414,468"
OMAM,Abu Dhabi/(Muqatra)Al Dhafra AB,Abu Dhabi,AZ,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMAM,https://acukwik.com/extimages/Listing-Images/OMAM.jpg,runway_diagrams/raw/OMAM.jpg,runway_diagrams/cleaned/OMAM.jpg,ok,,"0,0,414,468"
OMDB,Dubai International,Dubai,DU,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMDB,https://acukwik.com/extimages/Listing-Images/OMDB.jpg,runway_diagrams/raw/OMDB.jpg,runway_diagrams/cleaned/OMDB.jpg,ok,,"0,0,1000,1435"
OMDL,Delma Island (Dalma),Delma Island,AZ,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMDL,https://acukwik.com/extimages/Listing-Images/OMDL.jpg,runway_diagrams/raw/OMDL.jpg,runway_diagrams/cleaned/OMDL.jpg,ok,,"0,0,575,700"
OMDM,Minhad AB,Dubai,DU,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMDM,https://acukwik.com/extimages/Listing-Images/OMDM.jpg,runway_diagrams/raw/OMDM.jpg,runway_diagrams/cleaned/OMDM.jpg,ok,,"0,0,414,306"
OMDW,Dubai World Central - Al Maktoum International,Dubai,DU,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMDW,https://acukwik.com/extimages/Listing-Images/OMDW.jpg,runway_diagrams/raw/OMDW.jpg,runway_diagrams/cleaned/OMDW.jpg,ok,,"0,0,1000,1565"
OMFJ,Fujairah International,Fujairah,FU,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMFJ,https://acukwik.com/extimages/Listing-Images/OMFJ.jpg,runway_diagrams/raw/OMFJ.jpg,runway_diagrams/cleaned/OMFJ.jpg,ok,,"0,0,1000,739"
OMRK,Ras Al Khaimah International,Ras Al Khaimah,RK,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMRK,https://acukwik.com/extimages/Listing-Images/OMRK.jpg,runway_diagrams/raw/OMRK.jpg,runway_diagrams/cleaned/OMRK.jpg,ok,,"0,0,414,468"
OMSJ,Sharjah International,Sharjah,SH,UNITED ARAB EMIRATES,https://acukwik.com/Airport-Info/OMSJ,https://acukwik.com/extimages/Listing-Images/OMSJ.jpg,runway_diagrams/raw/OMSJ.jpg,runway_diagrams/cleaned/OMSJ.jpg,ok,,"0,0,575,425"
OOMS,Muscat International,Muscat,,OMAN,https://acukwik.com/Airport-Info/OOMS,https://acukwik.com/extimages/Listing-Images/OOMS.jpg,runway_diagrams/raw/OOMS.jpg,runway_diagrams/cleaned/OOMS.jpg,ok,,"0,0,1000,957"
OOSA,Salalah,Salalah,,OMAN,https://acukwik.com/Airport-Info/OOSA,https://acukwik.com/extimages/Listing-Images/OOSA.jpg,runway_diagrams/raw/OOSA.jpg,runway_diagrams/cleaned/OOSA.jpg,ok,,"0,0,575,425"
OPIS,Islamabad International (Liaquat Ali Khan),Islamabad,,PAKISTAN,https://acukwik.com/Airport-Info/OPIS,https://acukwik.com/extimages/Listing-Images/OPIS.jpg,runway_diagrams/raw/OPIS.jpg,runway_diagrams/cleaned/OPIS.jpg,ok,,"0,0,1000,826"
OPKC,Jinnah International,Karachi,,PAKISTAN,https://acukwik.com/Airport-Info/OPKC,https://acukwik.com/extimages/Listing-Images/OPKC.jpg,runway_diagrams/raw/OPKC.jpg,runway_diagrams/cleaned/OPKC.jpg,ok,,"0,0,1000,826"
OPLA,Lahore Allama Iqbal International,Lahore,,PAKISTAN,https://acukwik.com/Airport-Info/OPLA,https://acukwik.com/extimages/Listing-Images/OPLA.jpg,runway_diagrams/raw/OPLA.jpg,runway_diagrams/cleaned/OPLA.jpg,ok,,"0,0,1000,913"
OPQT,Quetta/Samungli International,Quetta,,PAKISTAN,https://acukwik.com/Airport-Info/OPQT,https://acukwik.com/extimages/Listing-Images/OPQT.jpg,runway_diagrams/raw/OPQT.jpg,runway_diagrams/cleaned/OPQT.jpg,ok,,"0,0,414,333"
OPRK,Rahim Yar Khan/Sheikh Zayed International,Rahim Yar Khan,,PAKISTAN,https://acukwik.com/Airport-Info/OPRK,https://acukwik.com/extimages/Listing-Images/OPRK.jpg,runway_diagrams/raw/OPRK.jpg,runway_diagrams/cleaned/OPRK.jpg,ok,,"0,0,575,500"
OPRN,Nur Khan AB,Islamabad,,PAKISTAN,https://acukwik.com/Airport-Info/OPRN,https://acukwik.com/extimages/Listing-Images/OPRN.jpg,runway_diagrams/raw/OPRN.jpg,runway_diagrams/cleaned/OPRN.jpg,ok,,"0,0,1000,739"
ORBI,Baghdad International,Baghdad,,IRAQ,https://acukwik.com/Airport-Info/ORBI,https://acukwik.com/extimages/Listing-Images/ORBI.jpg,runway_diagrams/raw/ORBI.jpg,runway_diagrams/cleaned/ORBI.jpg,ok,,"0,0,575,725"
ORER,Erbil International,Erbil,,IRAQ,https://acukwik.com/Airport-Info/ORER,https://acukwik.com/extimages/Listing-Images/ORER.jpg,runway_diagrams/raw/ORER.jpg,runway_diagrams/cleaned/ORER.jpg,ok,,"0,0,1000,1087"
ORMM,Basrah International,Basrah,,IRAQ,https://acukwik.com/Airport-Info/ORMM,https://acukwik.com/extimages/Listing-Images/ORMM.jpg,runway_diagrams/raw/ORMM.jpg,runway_diagrams/cleaned/ORMM.jpg,ok,,"0,0,1000,1000"
OSDI,Damascus International,Damascus,,SYRIA,https://acukwik.com/Airport-Info/OSDI,https://acukwik.com/extimages/Listing-Images/OSDI.jpg,runway_diagrams/raw/OSDI.jpg,runway_diagrams/cleaned/OSDI.jpg,ok,,"0,0,1000,913"
OTBD,Doha International,Doha,,QATAR,https://acukwik.com/Airport-Info/OTBD,https://acukwik.com/extimages/Listing-Images/OTBD.jpg,runway_diagrams/raw/OTBD.jpg,runway_diagrams/cleaned/OTBD.jpg,ok,,"0,0,415,396"
OTHH,Doha/Hamad International,Doha,,QATAR,https://acukwik.com/Airport-Info/OTHH,https://acukwik.com/extimages/Listing-Images/OTHH.jpg,runway_diagrams/raw/OTHH.jpg,runway_diagrams/cleaned/OTHH.jpg,ok,,"0,0,575,650"
OYAA,Aden International,Aden,,YEMEN,https://acukwik.com/Airport-Info/OYAA,https://acukwik.com/extimages/Listing-Images/OYAA.jpg,runway_diagrams/raw/OYAA.jpg,runway_diagrams/cleaned/OYAA.jpg,ok,,"0,0,414,306"
OYSN,Sana'a International,Sanaa,,YEMEN,https://acukwik.com/Airport-Info/OYSN,https://acukwik.com/extimages/Listing-Images/OYSN.jpg,runway_diagrams/raw/OYSN.jpg,runway_diagrams/cleaned/OYSN.jpg,ok,,"0,0,575,600"
PAFA,Fairbanks International,Fairbanks,AK,USA,https://acukwik.com/Airport-Info/PAFA,https://acukwik.com/extimages/Listing-Images/PAFA.jpg,runway_diagrams/raw/PAFA.jpg,runway_diagrams/cleaned/PAFA.jpg,ok,,"0,0,575,800"
PAGS,Gustavus,Gustavus,AK,USA,https://acukwik.com/Airport-Info/PAGS,https://acukwik.com/extimages/Listing-Images/PAGS.jpg,runway_diagrams/raw/PAGS.jpg,runway_diagrams/cleaned/PAGS.jpg,ok,,"0,0,414,324"
PAJN,Juneau International,Juneau,AK,USA,https://acukwik.com/Airport-Info/PAJN,https://acukwik.com/extimages/Listing-Images/PAJN.jpg,runway_diagrams/raw/PAJN.jpg,runway_diagrams/cleaned/PAJN.jpg,ok,,"0,0,575,425"
PAKT,Ketchikan International,Ketchikan,AK,USA,https://acukwik.com/Airport-Info/PAKT,https://acukwik.com/extimages/Listing-Images/PAKT.jpg,runway_diagrams/raw/PAKT.jpg,runway_diagrams/cleaned/PAKT.jpg,ok,,"0,0,575,500"
PANC,Ted Stevens Anchorage International,Anchorage,AK,USA,https://acukwik.com/Airport-Info/PANC,https://acukwik.com/extimages/Listing-Images/PANC.jpg,runway_diagrams/raw/PANC.jpg,runway_diagrams/cleaned/PANC.jpg,ok,,"0,0,575,500"
PASI,Sitka Rocky Gutierrez,Sitka,AK,USA,https://acukwik.com/Airport-Info/PASI,https://acukwik.com/extimages/Listing-Images/PASI.jpg,runway_diagrams/raw/PASI.jpg,runway_diagrams/cleaned/PASI.jpg,ok,,"0,0,414,306"
PHJR,Kalaeloa (John Rodgers Field),Kapolei,HI,USA,https://acukwik.com/Airport-Info/PHJR,https://acukwik.com/extimages/Listing-Images/PHJR.jpg,runway_diagrams/raw/PHJR.jpg,runway_diagrams/cleaned/PHJR.jpg,ok,,"0,0,414,432"
PHKO,Kona International at Keahole,Kailua Kona,HI,USA,https://acukwik.com/Airport-Info/PHKO,https://acukwik.com/extimages/Listing-Images/PHKO.jpg,runway_diagrams/raw/PHKO.jpg,runway_diagrams/cleaned/PHKO.jpg,ok,,"0,0,575,525"
PHLI,Lihue,Lihue,HI,USA,https://acukwik.com/Airport-Info/PHLI,https://acukwik.com/extimages/Listing-Images/PHLI.jpg,runway_diagrams/raw/PHLI.jpg,runway_diagrams/cleaned/PHLI.jpg,ok,,"0,0,575,575"
PHNL,Honolulu International,Honolulu,HI,USA,https://acukwik.com/Airport-Info/PHNL,https://acukwik.com/extimages/Listing-Images/PHNL.jpg,runway_diagrams/raw/PHNL.jpg,runway_diagrams/cleaned/PHNL.jpg,ok,,"0,0,575,725"
PHNY,Lanai,Lanai City,HI,USA,https://acukwik.com/Airport-Info/PHNY,https://acukwik.com/extimages/Listing-Images/PHNY.jpg,runway_diagrams/raw/PHNY.jpg,runway_diagrams/cleaned/PHNY.jpg,ok,,"0,0,575,500"
PHOG,Kahului,Kahului,HI,USA,https://acukwik.com/Airport-Info/PHOG,https://acukwik.com/extimages/Listing-Images/PHOG.jpg,runway_diagrams/raw/PHOG.jpg,runway_diagrams/cleaned/PHOG.jpg,ok,,"0,0,575,650"
PHTO,Hilo International,Hilo,HI,USA,https://acukwik.com/Airport-Info/PHTO,https://acukwik.com/extimages/Listing-Images/PHTO.jpg,runway_diagrams/raw/PHTO.jpg,runway_diagrams/cleaned/PHTO.jpg,ok,,"0,0,575,500"
RJAA,Narita International Tokyo,Tokyo,,JAPAN,https://acukwik.com/Airport-Info/RJAA,https://acukwik.com/extimages/Listing-Images/RJAA.jpg,runway_diagrams/raw/RJAA.jpg,runway_diagrams/cleaned/RJAA.jpg,ok,,"0,0,575,675"
RJBB,Osaka/Kansai International,Osaka,,JAPAN,https://acukwik.com/Airport-Info/RJBB,https://acukwik.com/extimages/Listing-Images/RJBB.jpg,runway_diagrams/raw/RJBB.jpg,runway_diagrams/cleaned/RJBB.jpg,ok,,"0,0,575,550"
RJBE,Kobe,Kobe,,JAPAN,https://acukwik.com/Airport-Info/RJBE,https://acukwik.com/extimages/Listing-Images/RJBE.jpg,runway_diagrams/raw/RJBE.jpg,runway_diagrams/cleaned/RJBE.jpg,ok,,"0,0,575,325"
RJCC,New Chitose,Sapporo,,JAPAN,https://acukwik.com/Airport-Info/RJCC,https://acukwik.com/extimages/Listing-Images/RJCC.jpg,runway_diagrams/raw/RJCC.jpg,runway_diagrams/cleaned/RJCC.jpg,ok,,"0,0,414,558"
RJFF,Fukuoka,Fukuoka,,JAPAN,https://acukwik.com/Airport-Info/RJFF,https://acukwik.com/extimages/Listing-Images/RJFF.jpg,runway_diagrams/raw/RJFF.jpg,runway_diagrams/cleaned/RJFF.jpg,ok,,"0,0,575,750"
RJGG,Nagoya/Chubu Centrair International,Nagoya,,JAPAN,https://acukwik.com/Airport-Info/RJGG,https://acukwik.com/extimages/Listing-Images/RJGG.jpg,runway_diagrams/raw/RJGG.jpg,runway_diagrams/cleaned/RJGG.jpg,ok,,"0,0,414,504"
RJTT,Tokyo International Haneda,Tokyo,,JAPAN,https://acukwik.com/Airport-Info/RJTT,https://acukwik.com/extimages/Listing-Images/RJTT.jpg,runway_diagrams/raw/RJTT.jpg,runway_diagrams/cleaned/RJTT.jpg,ok,,"0,0,575,550"
RKPC,Jeju Island/Jeju International,Jeju Isl,,KOREA (SOUTH),https://acukwik.com/Airport-Info/RKPC,https://acukwik.com/extimages/Listing-Images/RKPC.jpg,runway_diagrams/raw/RKPC.jpg,runway_diagrams/cleaned/RKPC.jpg,ok,,"0,0,575,450"
RKPK,Busan/Gimhae International,Busan,,KOREA (SOUTH),https://acukwik.com/Airport-Info/RKPK,https://acukwik.com/extimages/Listing-Images/RKPK.jpg,runway_diagrams/raw/RKPK.jpg,runway_diagrams/cleaned/RKPK.jpg,ok,,"0,0,414,468"
RKSI,Incheon International,Seoul,,KOREA (SOUTH),https://acukwik.com/Airport-Info/RKSI,https://acukwik.com/extimages/Listing-Images/RKSI.jpg,runway_diagrams/raw/RKSI.jpg,runway_diagrams/cleaned/RKSI.jpg,ok,,"0,0,1000,1304"
