icao,airport_name,city,state,country,airport_link,source_url,raw_image,cleaned_image,status,error,crop_bbox
BIAR,Akureyri,Akureyri,,ICELAND,https://acukwik.com/Airport-Info/BIAR,https://acukwik.com/extimages/Listing-Images/BIAR.jpg,runway_diagrams/raw/BIAR.jpg,runway_diagrams/cleaned/BIAR.jpg,ok,,"0,0,575,450"
BIKF,Keflavik International,Keflavik,,ICELAND,https://acukwik.com/Airport-Info/BIKF,https://acukwik.com/extimages/Listing-Images/BIKF.jpg,runway_diagrams/raw/BIKF.jpg,runway_diagrams/cleaned/BIKF.jpg,ok,,"0,0,1000,870"
BIRK,Reykjavik City,Reykjavik,,ICELAND,https://acukwik.com/Airport-Info/BIRK,https://acukwik.com/extimages/Listing-Images/BIRK.jpg,runway_diagrams/raw/BIRK.jpg,runway_diagrams/cleaned/BIRK.jpg,ok,,"0,0,1000,1217"
CYEG,Edmonton International,Edmonton,AB,CANADA,https://acukwik.com/Airport-Info/CYEG,https://acukwik.com/extimages/Listing-Images/CYEG.jpg,runway_diagrams/raw/CYEG.jpg,runway_diagrams/cleaned/CYEG.jpg,ok,,"0,0,414,630"
CYHM,John C Munro Hamilton International,Hamilton,ON,CANADA,https://acukwik.com/Airport-Info/CYHM,https://acukwik.com/extimages/Listing-Images/CYHM.jpg,runway_diagrams/raw/CYHM.jpg,runway_diagrams/cleaned/CYHM.jpg,ok,,"0,0,575,525"
CYHU,Montreal Metropolitan,Montreal,QC,CANADA,https://acukwik.com/Airport-Info/CYHU,https://acukwik.com/extimages/Listing-Images/CYHU.jpg,runway_diagrams/raw/CYHU.jpg,runway_diagrams/cleaned/CYHU.jpg,ok,,"0,0,1000,870"
CYHZ,Halifax Stanfield International,Halifax,NS,CANADA,https://acukwik.com/Airport-Info/CYHZ,https://acukwik.com/extimages/Listing-Images/CYHZ.jpg,runway_diagrams/raw/CYHZ.jpg,runway_diagrams/cleaned/CYHZ.jpg,ok,,"0,0,414,459"
CYKF,Region of Waterloo International,Kitchener,ON,CANADA,https://acukwik.com/Airport-Info/CYKF,https://acukwik.com/extimages/Listing-Images/CYKF.jpg,runway_diagrams/raw/CYKF.jpg,runway_diagrams/cleaned/CYKF.jpg,ok,,"0,0,575,550"
CYLS,Lake Simcoe Regional,Barrie-Orillia,ON,CANADA,https://acukwik.com/Airport-Info/CYLS,https://acukwik.com/extimages/Listing-Images/CYLS.jpg,runway_diagrams/raw/CYLS.jpg,runway_diagrams/cleaned/CYLS.jpg,ok,,"0,0,1000,739"
CYLW,Kelowna International,Kelowna,BC,CANADA,https://acukwik.com/Airport-Info/CYLW,https://acukwik.com/extimages/Listing-Images/CYLW.jpg,runway_diagrams/raw/CYLW.jpg,runway_diagrams/cleaned/CYLW.jpg,ok,,"0,0,575,650"
CYMM,Fort McMurray,Fort McMurray,AB,CANADA,https://acukwik.com/Airport-Info/CYMM,https://acukwik.com/extimages/Listing-Images/CYMM.jpg,runway_diagrams/raw/CYMM.jpg,runway_diagrams/cleaned/CYMM.jpg,ok,,"0,0,414,306"
CYND,Gatineau-Ottawa Executive,Ottawa,QC,CANADA,https://acukwik.com/Airport-Info/CYND,https://acukwik.com/extimages/Listing-Images/CYND.jpg,runway_diagrams/raw/CYND.jpg,runway_diagrams/cleaned/CYND.jpg,ok,,"0,0,575,425"
CYOW,Ottawa MacDonald Cartier Intl,Ottawa,ON,CANADA,https://acukwik.com/Airport-Info/CYOW,https://acukwik.com/extimages/Listing-Images/CYOW.jpg,runway_diagrams/raw/CYOW.jpg,runway_diagrams/cleaned/CYOW.jpg,ok,,"0,0,575,500"
CYPK,Pitt Meadows Regional,Pitt Meadows,BC,CANADA,https://acukwik.com/Airport-Info/CYPK,https://acukwik.com/extimages/Listing-Images/CYPK.jpg,runway_diagrams/raw/CYPK.jpg,runway_diagrams/cleaned/CYPK.jpg,ok,,"0,0,1000,1043"
CYQB,Quebec City Jean Lesage International,Quebec City,QC,CANADA,https://acukwik.com/Airport-Info/CYQB,https://acukwik.com/extimages/Listing-Images/CYQB.jpg,runway_diagrams/raw/CYQB.jpg,runway_diagrams/cleaned/CYQB.jpg,ok,,"0,0,1000,1043"
CYQG,Windsor,Windsor,ON,CANADA,https://acukwik.com/Airport-Info/CYQG,https://acukwik.com/extimages/Listing-Images/CYQG.jpg,runway_diagrams/raw/CYQG.jpg,runway_diagrams/cleaned/CYQG.jpg,ok,,"0,0,575,600"
CYQR,Regina International,Regina,SK,CANADA,https://acukwik.com/Airport-Info/CYQR,https://acukwik.com/extimages/Listing-Images/CYQR.jpg,runway_diagrams/raw/CYQR.jpg,runway_diagrams/cleaned/CYQR.jpg,ok,,"0,0,575,525"
CYQT,Thunder Bay,Thunder Bay,ON,CANADA,https://acukwik.com/Airport-Info/CYQT,https://acukwik.com/extimages/Listing-Images/CYQT.jpg,runway_diagrams/raw/CYQT.jpg,runway_diagrams/cleaned/CYQT.jpg,ok,,"0,0,575,450"
CYQX,Gander International,Gander,NL,CANADA,https://acukwik.com/Airport-Info/CYQX,https://acukwik.com/extimages/Listing-Images/CYQX.jpg,runway_diagrams/raw/CYQX.jpg,runway_diagrams/cleaned/CYQX.jpg,ok,,"0,0,575,600"
CYRL,Red Lake,Red Lake,ON,CANADA,https://acukwik.com/Airport-Info/CYRL,https://acukwik.com/extimages/Listing-Images/CYRL.jpg,runway_diagrams/raw/CYRL.jpg,runway_diagrams/cleaned/CYRL.jpg,ok,,"0,0,575,425"
CYTZ,Billy Bishop Toronto City,Toronto,ON,CANADA,https://acukwik.com/Airport-Info/CYTZ,https://acukwik.com/extimages/Listing-Images/CYTZ.jpg,runway_diagrams/raw/CYTZ.jpg,runway_diagrams/cleaned/CYTZ.jpg,ok,,"0,0,575,475"
CYUL,Montreal/Pierre Elliott Trudeau Intl,Montreal,QC,CANADA,https://acukwik.com/Airport-Info/CYUL,https://acukwik.com/extimages/Listing-Images/CYUL.jpg,runway_diagrams/raw/CYUL.jpg,runway_diagrams/cleaned/CYUL.jpg,ok,,"0,0,575,713"
CYVR,Vancouver International,Vancouver,BC,CANADA,https://acukwik.com/Airport-Info/CYVR,https://acukwik.com/extimages/Listing-Images/CYVR.jpg,runway_diagrams/raw/CYVR.jpg,runway_diagrams/cleaned/CYVR.jpg,ok,,"0,0,1000,957"
CYWG,James Armstrong Richardson/Winnipeg International,Winnipeg,MB,CANADA,https://acukwik.com/Airport-Info/CYWG,https://acukwik.com/extimages/Listing-Images/CYWG.jpg,runway_diagrams/raw/CYWG.jpg,runway_diagrams/cleaned/CYWG.jpg,ok,,"0,0,575,700"
CYXE,Saskatoon J G Diefenbaker Intl,Saskatoon,SK,CANADA,https://acukwik.com/Airport-Info/CYXE,https://acukwik.com/extimages/Listing-Images/CYXE.jpg,runway_diagrams/raw/CYXE.jpg,runway_diagrams/cleaned/CYXE.jpg,ok,,"0,0,1000,870"
CYXS,Prince George,Prince George,BC,CANADA,https://acukwik.com/Airport-Info/CYXS,https://acukwik.com/extimages/Listing-Images/CYXS.jpg,runway_diagrams/raw/CYXS.jpg,runway_diagrams/cleaned/CYXS.jpg,ok,,"0,0,575,600"
CYXU,London,London,ON,CANADA,https://acukwik.com/Airport-Info/CYXU,https://acukwik.com/extimages/Listing-Images/CYXU.jpg,runway_diagrams/raw/CYXU.jpg,runway_diagrams/cleaned/CYXU.jpg,ok,,"0,0,575,600"
CYXX,Abbotsford International,Abbotsford,BC,CANADA,https://acukwik.com/Airport-Info/CYXX,https://acukwik.com/extimages/Listing-Images/CYXX.jpg,runway_diagrams/raw/CYXX.jpg,runway_diagrams/cleaned/CYXX.jpg,ok,,"0,0,1000,870"
CYYC,Calgary International,Calgary,AB,CANADA,https://acukwik.com/Airport-Info/CYYC,https://acukwik.com/extimages/Listing-Images/CYYC.jpg,runway_diagrams/raw/CYYC.jpg,runway_diagrams/cleaned/CYYC.jpg,ok,,"0,0,1000,1696"
CYYJ,Victoria International,Victoria,BC,CANADA,https://acukwik.com/Airport-Info/CYYJ,https://acukwik.com/extimages/Listing-Images/CYYJ.jpg,runway_diagrams/raw/CYYJ.jpg,runway_diagrams/cleaned/CYYJ.jpg,ok,,"0,0,575,525"
CYYR,Goose Bay,Goose Bay,NL,CANADA,https://acukwik.com/Airport-Info/CYYR,https://acukwik.com/extimages/Listing-Images/CYYR.jpg,runway_diagrams/raw/CYYR.jpg,runway_diagrams/cleaned/CYYR.jpg,ok,,"0,0,575,450"
CYYT,St John's International,St John's,NL,CANADA,https://acukwik.com/Airport-Info/CYYT,https://acukwik.com/extimages/Listing-Images/CYYT.jpg,runway_diagrams/raw/CYYT.jpg,runway_diagrams/cleaned/CYYT.jpg,ok,,"0,0,575,525"
CYYZ,Toronto Lester B Pearson International,Toronto,ON,CANADA,https://acukwik.com/Airport-Info/CYYZ,https://acukwik.com/extimages/Listing-Images/CYYZ.jpg,runway_diagrams/raw/CYYZ.jpg,runway_diagrams/cleaned/CYYZ.jpg,ok,,"0,0,1000,1304"
CYZF,Yellowknife,Yellowknife,NT,CANADA,https://acukwik.com/Airport-Info/CYZF,https://acukwik.com/extimages/Listing-Images/CYZF.jpg,runway_diagrams/raw/CYZF.jpg,runway_diagrams/cleaned/CYZF.jpg,ok,,"0,0,575,600"
CYZV,Sept-Iles,Sept-Iles,QC,CANADA,https://acukwik.com/Airport-Info/CYZV,https://acukwik.com/extimages/Listing-Images/CYZV.jpg,runway_diagrams/raw/CYZV.jpg,runway_diagrams/cleaned/CYZV.jpg,ok,,"0,0,575,450"
CZBB,Boundary Bay,Vancouver,BC,CANADA,https://acukwik.com/Airport-Info/CZBB,https://acukwik.com/extimages/Listing-Images/CZBB.jpg,runway_diagrams/raw/CZBB.jpg,runway_diagrams/cleaned/CZBB.jpg,ok,,"0,0,1000,957"
CZBM,Roland-Desourdy,Bromont,QC,CANADA,https://acukwik.com/Airport-Info/CZBM,https://acukwik.com/extimages/Listing-Images/CZBM.jpg,runway_diagrams/raw/CZBM.jpg,runway_diagrams/cleaned/CZBM.jpg,ok,,"0,0,414,342"
DAAG,Houari Boumediene,Algiers,16,ALGERIA,https://acukwik.com/Airport-Info/DAAG,https://acukwik.com/extimages/Listing-Images/DAAG.jpg,runway_diagrams/raw/DAAG.jpg,runway_diagrams/cleaned/DAAG.jpg,ok,,"0,0,1000,739"
DAAT,Tamanrasset/Aguenar - Hadj Bey Akhamok,Tamanrasset,11,ALGERIA,https://acukwik.com/Airport-Info/DAAT,https://acukwik.com/extimages/Listing-Images/DAAT.jpg,runway_diagrams/raw/DAAT.jpg,runway_diagrams/cleaned/DAAT.jpg,ok,,"0,0,575,500"
DAUG,Ghardaia/Noumerat-Moufdi Zakaria,Ghardaia,47,ALGERIA,https://acukwik.com/Airport-Info/DAUG,https://acukwik.com/extimages/Listing-Images/DAUG.jpg,runway_diagrams/raw/DAUG.jpg,runway_diagrams/cleaned/DAUG.jpg,ok,,"0,0,414,432"
DFFD,Ouagadougou/Thomas Sankara International,Ouagadougou,,BURKINA FASO,https://acukwik.com/Airport-Info/DFFD,https://acukwik.com/extimages/Listing-Images/DFFD.jpg,runway_diagrams/raw/DFFD.jpg,runway_diagrams/cleaned/DFFD.jpg,ok,,"0,0,1000,1043"
DGAA,Kotoka International,Accra,,GHANA,https://acukwik.com/Airport-Info/DGAA,https://acukwik.com/extimages/Listing-Images/DGAA.jpg,runway_diagrams/raw/DGAA.jpg,runway_diagrams/cleaned/DGAA.jpg,ok,,"0,0,1000,826"
DIAP,Abidjan/Félix Houphouët-Boigny International,Abidjan,,COTE D'IVOIRE,https://acukwik.com/Airport-Info/DIAP,https://acukwik.com/extimages/Listing-Images/DIAP.jpg,runway_diagrams/raw/DIAP.jpg,runway_diagrams/cleaned/DIAP.jpg,ok,,"0,0,575,475"
DNAA,Nnamdi Azikiwe International,Abuja,,NIGERIA,https://acukwik.com/Airport-Info/DNAA,https://acukwik.com/extimages/Listing-Images/DNAA.jpg,runway_diagrams/raw/DNAA.jpg,runway_diagrams/cleaned/DNAA.jpg,ok,,"0,0,575,600"
DNMM,Murtala Muhammed International,Lagos,,NIGERIA,https://acukwik.com/Airport-Info/DNMM,https://acukwik.com/extimages/Listing-Images/DNMM.jpg,runway_diagrams/raw/DNMM.jpg,runway_diagrams/cleaned/DNMM.jpg,ok,,"0,0,1000,1130"
DRRN,Niamey/Diori Hamani,Niamey,,NIGER,https://acukwik.com/Airport-Info/DRRN,https://acukwik.com/extimages/Listing-Images/DRRN.jpg,runway_diagrams/raw/DRRN.jpg,runway_diagrams/cleaned/DRRN.jpg,ok,,"0,0,575,425"
DTTA,Tunis/Carthage International,Tunis,,TUNISIA,https://acukwik.com/Airport-Info/DTTA,https://acukwik.com/extimages/Listing-Images/DTTA.jpg,runway_diagrams/raw/DTTA.jpg,runway_diagrams/cleaned/DTTA.jpg,ok,,"0,0,414,324"
EBAW,Antwerp/Deurne,Antwerp,,BELGIUM,https://acukwik.com/Airport-Info/EBAW,https://acukwik.com/extimages/Listing-Images/EBAW.jpg,runway_diagrams/raw/EBAW.jpg,runway_diagrams/cleaned/EBAW.jpg,ok,,"0,0,575,525"
EBBR,Brussels National,Brussels,,BELGIUM,https://acukwik.com/Airport-Info/EBBR,https://acukwik.com/extimages/Listing-Images/EBBR.jpg,runway_diagrams/raw/EBBR.jpg,runway_diagrams/cleaned/EBBR.jpg,ok,,"0,0,1000,913"
EBCI,Brussels South/Charleroi,Charleroi,,BELGIUM,https://acukwik.com/Airport-Info/EBCI,https://acukwik.com/extimages/Listing-Images/EBCI.jpg,runway_diagrams/raw/EBCI.jpg,runway_diagrams/cleaned/EBCI.jpg,ok,,"0,0,575,425"
EBKT,Kortrijk-Wevelgem International (Flanders),Kortrijk,,BELGIUM,https://acukwik.com/Airport-Info/EBKT,https://acukwik.com/extimages/Listing-Images/EBKT.jpg,runway_diagrams/raw/EBKT.jpg,runway_diagrams/cleaned/EBKT.jpg,ok,,"0,0,1000,652"
EBLG,Liege,Liege,,BELGIUM,https://acukwik.com/Airport-Info/EBLG,https://acukwik.com/extimages/Listing-Images/EBLG.jpg,runway_diagrams/raw/EBLG.jpg,runway_diagrams/cleaned/EBLG.jpg,ok,,"0,0,414,378"
EBOS,Ostend-Bruges International,Oostende,,BELGIUM,https://acukwik.com/Airport-Info/EBOS,https://acukwik.com/extimages/Listing-Images/EBOS.jpg,runway_diagrams/raw/EBOS.jpg,runway_diagrams/cleaned/EBOS.jpg,ok,,"0,0,414,306"
EDDB,Berlin/Brandenburg Intl,Berlin,,GERMANY,https://acukwik.com/Airport-Info/EDDB,https://acukwik.com/extimages/Listing-Images/EDDB.jpg,runway_diagrams/raw/EDDB.jpg,runway_diagrams/cleaned/EDDB.jpg,ok,,"0,0,575,750"
EDDF,Frankfurt Main International,Frankfurt,,GERMANY,https://acukwik.com/Airport-Info/EDDF,https://acukwik.com/extimages/Listing-Images/EDDF.jpg,runway_diagrams/raw/EDDF.jpg,runway_diagrams/cleaned/EDDF.jpg,ok,,"0,0,575,675"
EDDG,Münster/Osnabrück International,Münster,,GERMANY,https://acukwik.com/Airport-Info/EDDG,https://acukwik.com/extimages/Listing-Images/EDDG.jpg,runway_diagrams/raw/EDDG.jpg,runway_diagrams/cleaned/EDDG.jpg,ok,,"0,0,414,306"
EDDH,Hamburg,Hamburg,,GERMANY,https://acukwik.com/Airport-Info/EDDH,https://acukwik.com/extimages/Listing-Images/EDDH.jpg,runway_diagrams/raw/EDDH.jpg,runway_diagrams/cleaned/EDDH.jpg,ok,,"0,0,575,538"
EDDK,Koeln Bonn (Cologne),Cologne-Bonn,,GERMANY,https://acukwik.com/Airport-Info/EDDK,https://acukwik.com/extimages/Listing-Images/EDDK.jpg,runway_diagrams/raw/EDDK.jpg,runway_diagrams/cleaned/EDDK.jpg,ok,,"0,0,575,500"
EDDL,Dusseldorf,Dusseldorf,,GERMANY,https://acukwik.com/Airport-Info/EDDL,https://acukwik.com/extimages/Listing-Images/EDDL.jpg,runway_diagrams/raw/EDDL.jpg,runway_diagrams/cleaned/EDDL.jpg,ok,,"0,0,575,475"
EDDM,Munich (München),Munich,,GERMANY,https://acukwik.com/Airport-Info/EDDM,https://acukwik.com/extimages/Listing-Images/EDDM.jpg,runway_diagrams/raw/EDDM.jpg,runway_diagrams/cleaned/EDDM.jpg,ok,,"0,0,575,450"
EDDP,Leipzig-Halle,Leipzig,,GERMANY,https://acukwik.com/Airport-Info/EDDP,https://acukwik.com/extimages/Listing-Images/EDDP.jpg,runway_diagrams/raw/EDDP.jpg,runway_diagrams/cleaned/EDDP.jpg,ok,,"0,0,575,550"
EDDS,Stuttgart,Stuttgart,,GERMANY,https://acukwik.com/Airport-Info/EDDS,https://acukwik.com/extimages/Listing-Images/EDDS.jpg,runway_diagrams/raw/EDDS.jpg,runway_diagrams/cleaned/EDDS.jpg,ok,,"0,0,575,450"
EDDV,Hannover-Langenhagen,Hannover,,GERMANY,https://acukwik.com/Airport-Info/EDDV,https://acukwik.com/extimages/Listing-Images/EDDV.jpg,runway_diagrams/raw/EDDV.jpg,runway_diagrams/cleaned/EDDV.jpg,ok,,"0,0,414,306"
EDDW,Bremen,Bremen,,GERMANY,https://acukwik.com/Airport-Info/EDDW,https://acukwik.com/extimages/Listing-Images/EDDW.jpg,runway_diagrams/raw/EDDW.jpg,runway_diagrams/cleaned/EDDW.jpg,ok,,"0,0,414,306"
EDFE,Frankfurt/Egelsbach,Frankfurt,,GERMANY,https://acukwik.com/Airport-Info/EDFE,https://acukwik.com/extimages/Listing-Images/EDFE.jpg,runway_diagrams/raw/EDFE.jpg,runway_diagrams/cleaned/EDFE.jpg,ok,,"0,0,575,525"
EDFH,Frankfurt-Hahn,Frankfurt,,GERMANY,https://acukwik.com/Airport-Info/EDFH,https://acukwik.com/extimages/Listing-Images/EDFH.jpg,runway_diagrams/raw/EDFH.jpg,runway_diagrams/cleaned/EDFH.jpg,ok,,"0,0,414,414"
EDMO,Oberpfaffenhofen,Munich,,GERMANY,https://acukwik.com/Airport-Info/EDMO,https://acukwik.com/extimages/Listing-Images/EDMO.jpg,runway_diagrams/raw/EDMO.jpg,runway_diagrams/cleaned/EDMO.jpg,ok,,"0,0,575,600"
EDSB,Karlsruhe/Baden-Baden,Baden-Baden,,GERMANY,https://acukwik.com/Airport-Info/EDSB,https://acukwik.com/extimages/Listing-Images/EDSB.jpg,runway_diagrams/raw/EDSB.jpg,runway_diagrams/cleaned/EDSB.jpg,ok,,"0,0,414,504"
EDTG,Bremgarten,Bremgarten,,GERMANY,https://acukwik.com/Airport-Info/EDTG,https://acukwik.com/extimages/Listing-Images/EDTG.jpg,runway_diagrams/raw/EDTG.jpg,runway_diagrams/cleaned/EDTG.jpg,ok,,"0,0,575,463"
EETN,Tallinn/Lennart Meri,Tallinn,,ESTONIA,https://acukwik.com/Airport-Info/EETN,https://acukwik.com/extimages/Listing-Images/EETN.jpg,runway_diagrams/raw/EETN.jpg,runway_diagrams/cleaned/EETN.jpg,ok,,"0,0,414,306"
EFHK,Helsinki Vantaa,Helsinki,,FINLAND,https://acukwik.com/Airport-Info/EFHK,https://acukwik.com/extimages/Listing-Images/EFHK.jpg,runway_diagrams/raw/EFHK.jpg,runway_diagrams/cleaned/EFHK.jpg,ok,,"0,0,1000,1043"
EGAA,Belfast International (Aldergrove),Belfast,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGAA,https://acukwik.com/extimages/Listing-Images/EGAA.jpg,runway_diagrams/raw/EGAA.jpg,runway_diagrams/cleaned/EGAA.jpg,ok,,"0,0,575,550"
EGBB,Birmingham International,Birmingham,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGBB,https://acukwik.com/extimages/Listing-Images/EGBB.jpg,runway_diagrams/raw/EGBB.jpg,runway_diagrams/cleaned/EGBB.jpg,ok,,"0,0,575,500"
EGBE,Coventry (Baginton),Coventry,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGBE,https://acukwik.com/extimages/Listing-Images/EGBE.jpg,runway_diagrams/raw/EGBE.jpg,runway_diagrams/cleaned/EGBE.jpg,ok,,"0,0,415,324"
EGBJ,Gloucestershire/Staverton,Gloucester,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGBJ,https://acukwik.com/extimages/Listing-Images/EGBJ.jpg,runway_diagrams/raw/EGBJ.jpg,runway_diagrams/cleaned/EGBJ.jpg,ok,,"0,0,575,550"
EGBP,Cotswold (Kemble),Cirencester,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGBP,https://acukwik.com/extimages/Listing-Images/EGBP.jpg,runway_diagrams/raw/EGBP.jpg,runway_diagrams/cleaned/EGBP.jpg,ok,,"0,0,575,425"
EGCC,Manchester,Manchester,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGCC,https://acukwik.com/extimages/Listing-Images/EGCC.jpg,runway_diagrams/raw/EGCC.jpg,runway_diagrams/cleaned/EGCC.jpg,ok,,"0,0,414,396"
EGCM,Leeds East,Church Fenton,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGCM,https://acukwik.com/extimages/Listing-Images/EGCM.jpg,runway_diagrams/raw/EGCM.jpg,runway_diagrams/cleaned/EGCM.jpg,ok,,"0,0,1000,913"
EGFF,Cardiff,Cardiff,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGFF,https://acukwik.com/extimages/Listing-Images/EGFF.jpg,runway_diagrams/raw/EGFF.jpg,runway_diagrams/cleaned/EGFF.jpg,ok,,"0,0,575,525"
EGGP,Liverpool John Lennon,Liverpool,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGGP,https://acukwik.com/extimages/Listing-Images/EGGP.jpg,runway_diagrams/raw/EGGP.jpg,runway_diagrams/cleaned/EGGP.jpg,ok,,"0,0,414,306"
EGGW,London Luton,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGGW,https://acukwik.com/extimages/Listing-Images/EGGW.jpg,runway_diagrams/raw/EGGW.jpg,runway_diagrams/cleaned/EGGW.jpg,ok,,"0,0,1000,826"
EGHH,Bournemouth,Bournemouth,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGHH,https://acukwik.com/extimages/Listing-Images/EGHH.jpg,runway_diagrams/raw/EGHH.jpg,runway_diagrams/cleaned/EGHH.jpg,ok,,"0,0,414,306"
EGHI,Southampton,Southampton,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGHI,https://acukwik.com/extimages/Listing-Images/EGHI.jpg,runway_diagrams/raw/EGHI.jpg,runway_diagrams/cleaned/EGHI.jpg,ok,,"0,0,576,550"
EGHQ,Cornwall Newquay,Newquay,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGHQ,https://acukwik.com/extimages/Listing-Images/EGHQ.jpg,runway_diagrams/raw/EGHQ.jpg,runway_diagrams/cleaned/EGHQ.jpg,ok,,"0,0,414,324"
EGJB,Guernsey,Guernsey,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGJB,https://acukwik.com/extimages/Listing-Images/EGJB.jpg,runway_diagrams/raw/EGJB.jpg,runway_diagrams/cleaned/EGJB.jpg,ok,,"0,0,575,425"
EGKB,London Biggin Hill,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGKB,https://acukwik.com/extimages/Listing-Images/EGKB.jpg,runway_diagrams/raw/EGKB.jpg,runway_diagrams/cleaned/EGKB.jpg,ok,,"0,0,575,550"
EGKK,London Gatwick,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGKK,https://acukwik.com/extimages/Listing-Images/EGKK.jpg,runway_diagrams/raw/EGKK.jpg,runway_diagrams/cleaned/EGKK.jpg,ok,,"0,0,575,450"
EGLC,London City,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGLC,https://acukwik.com/extimages/Listing-Images/EGLC.jpg,runway_diagrams/raw/EGLC.jpg,runway_diagrams/cleaned/EGLC.jpg,ok,,"0,0,414,306"
EGLF,Farnborough,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGLF,https://acukwik.com/extimages/Listing-Images/EGLF.jpg,runway_diagrams/raw/EGLF.jpg,runway_diagrams/cleaned/EGLF.jpg,ok,,"0,0,1000,783"
EGLK,Blackbushe,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGLK,https://acukwik.com/extimages/Listing-Images/EGLK.jpg,runway_diagrams/raw/EGLK.jpg,runway_diagrams/cleaned/EGLK.jpg,ok,,"0,0,1000,870"
EGLL,London Heathrow,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGLL,https://acukwik.com/extimages/Listing-Images/EGLL.jpg,runway_diagrams/raw/EGLL.jpg,runway_diagrams/cleaned/EGLL.jpg,ok,,"0,0,414,306"
EGMD,Lydd/London Ashford,Ashford,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGMD,https://acukwik.com/extimages/Listing-Images/EGMD.jpg,runway_diagrams/raw/EGMD.jpg,runway_diagrams/cleaned/EGMD.jpg,ok,,"0,0,415,360"
EGNH,Blackpool,Blackpool,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNH,https://acukwik.com/extimages/Listing-Images/EGNH.jpg,runway_diagrams/raw/EGNH.jpg,runway_diagrams/cleaned/EGNH.jpg,ok,,"0,0,1000,783"
EGNJ,Humberside,Hull,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNJ,https://acukwik.com/extimages/Listing-Images/EGNJ.jpg,runway_diagrams/raw/EGNJ.jpg,runway_diagrams/cleaned/EGNJ.jpg,ok,,"0,0,575,525"
EGNM,Leeds Bradford,Leeds,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNM,https://acukwik.com/extimages/Listing-Images/EGNM.jpg,runway_diagrams/raw/EGNM.jpg,runway_diagrams/cleaned/EGNM.jpg,ok,,"0,0,415,360"
EGNS,Ronaldsway-Isle of Man,Isle of Man,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNS,https://acukwik.com/extimages/Listing-Images/EGNS.jpg,runway_diagrams/raw/EGNS.jpg,runway_diagrams/cleaned/EGNS.jpg,ok,,"0,0,414,342"
EGNT,Newcastle International,Newcastle,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNT,https://acukwik.com/extimages/Listing-Images/EGNT.jpg,runway_diagrams/raw/EGNT.jpg,runway_diagrams/cleaned/EGNT.jpg,ok,,"0,0,575,425"
EGNV,Teesside International,Durham,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNV,https://acukwik.com/extimages/Listing-Images/EGNV.jpg,runway_diagrams/raw/EGNV.jpg,runway_diagrams/cleaned/EGNV.jpg,ok,,"0,0,575,450"
EGNX,East Midlands,Derby,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGNX,https://acukwik.com/extimages/Listing-Images/EGNX.jpg,runway_diagrams/raw/EGNX.jpg,runway_diagrams/cleaned/EGNX.jpg,ok,,"0,0,575,425"
EGPD,Aberdeen International (Dyce),Aberdeen,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGPD,https://acukwik.com/extimages/Listing-Images/EGPD.jpg,runway_diagrams/raw/EGPD.jpg,runway_diagrams/cleaned/EGPD.jpg,ok,,"0,0,415,396"
EGPE,Inverness,Inverness,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGPE,https://acukwik.com/extimages/Listing-Images/EGPE.jpg,runway_diagrams/raw/EGPE.jpg,runway_diagrams/cleaned/EGPE.jpg,ok,,"0,0,575,450"
EGPF,Glasgow International,Glasgow,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGPF,https://acukwik.com/extimages/Listing-Images/EGPF.jpg,runway_diagrams/raw/EGPF.jpg,runway_diagrams/cleaned/EGPF.jpg,ok,,"0,0,415,324"
