ICAO,Airport Name,City,State,Country,Airport Link
MTCH,Cap Haitien,Cap Haitien, ,HAITI,https://acukwik.com/Airport-Info/MTCH
MTJA,Jacmel,Jacmel, ,HAITI,https://acukwik.com/Airport-Info/MTJA
MTJE,Jérémie,Jérémie, ,HAITI,https://acukwik.com/Airport-Info/MTJE
MTCA,Antoine Simon des Cayes,Les Cayes, ,HAITI,https://acukwik.com/Airport-Info/MTCA
MTPP,Port-au-Prince/Toussaint Louverture International,Port-au-Prince, ,HAITI,https://acukwik.com/Airport-Info/MTPP
