ICAO,Airport Name,City,State,Country,Airport Link
EVLA,Liepaja International,Liepaja, ,LATVIA,https://acukwik.com/Airport-Info/EVLA
EVRA,Riga International,Riga, ,LATVIA,https://acukwik.com/Airport-Info/EVRA
EVRS,Riga/Spilve,Riga, ,LATVIA,https://acukwik.com/Airport-Info/EVRS
EVJA,Tukums Jurmala,Tukums, ,LATVIA,https://acukwik.com/Airport-Info/EVJA
EVVA,Ventspils Lidosta,Ventspils, ,LATVIA,https://acukwik.com/Airport-Info/EVVA
