ICAO,Airport Name,City,State,Country,Airport Link
ZKHM,Orang/Chongjin,Orang, ,KOREA (NORTH),https://acukwik.com/Airport-Info/ZKHM
ZKPY,Pyongyang/Sunan International,Pyongyang, ,KOREA (NORTH),https://acukwik.com/Airport-Info/ZKPY
