ICAO,Airport Name,City,State,Country,Airport Link
PTSA,Kosrae International,Kosrae Island,KSA ,"MICRONESIA, FED STATES",https://acukwik.com/Airport-Info/PTSA
PTPN,Pohnpei Island/Pohnpei Intl,Pohnpei Island,PNI ,"MICRONESIA, FED STATES",https://acukwik.com/Airport-Info/PTPN
PTKK,Weno Island/Chuuk International,Weno Island/Truk,TRK ,"MICRONESIA, FED STATES",https://acukwik.com/Airport-Info/PTKK
PTYA,Yap International,Yap Island,YAP ,"MICRONESIA, FED STATES",https://acukwik.com/Airport-Info/PTYA
