ICAO,Airport Name,City,State,Country,Airport Link
TKPK,Basseterre/Robert L Bradshaw Intl,Basseterre, ,ST KITTS & NEVIS,https://acukwik.com/Airport-Info/TKPK
TKPN,Nevis Isl/Vance W Amory Intl,Nevis Isl, ,ST KITTS & NEVIS,https://acukwik.com/Airport-Info/TKPN
