ICAO,Airport Name,City,State,Country,Airport Link
VHHH,Hong Kong International,Hong Kong, ,HONG KONG SAR,https://acukwik.com/Airport-Info/VHHH
VHSK,Hong Kong/Shek Kong,Sek Kong, ,HONG KONG SAR,https://acukwik.com/Airport-Info/VHSK
