ICAO,Airport Name,City,State,Country,Airport Link
TISX,Christiansted St Croix/Henry E Rohlsen,St Croix/Christiansted, ,VIRGIN ISLANDS (US),https://acukwik.com/Airport-Info/TISX
TIST,Cyril E King - Charlotte Amalie,St Thomas, ,VIRGIN ISLANDS (US),https://acukwik.com/Airport-Info/TIST
